Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
Digital Marketing & Creative Design,PT Sistima Aliran gas Nusantara,Jakarta Raya,Rp 6.000.000 – Rp 7.000.000 per month,Full time,15 hari yang lalu,https://id.jobstreet.com/id/job/84354776?type=standard&ref=search-standalone,Logo not available,"PeluangKami sedang mencari Digital Marketing & Creative Design yang berbakat dan kreatif untuk bergabung dengan tim kami di PT Sistima Aliran Gas Nusantara. Dalam peran ini, Anda akan memainkan peran penting dalam membangun dan mengembangkan strategi pemasaran digital yang inovatif dan efektif untuk memperkuat merek perusahaan kami di pasar. Kandidat yang ideal memiliki pemahaman yang kuat tentang tren dan praktik terbaru dalam pemasaran digital, serta kemampuan untuk menterjemahkan ide-ide ke dalam konten visual yang menarik dan efektif.Tanggung Jawab UtamaMerancang dan mengembangkan konten digital, termasuk grafis, gambar, dan video, yang selaras dengan identitas merek perusahaan dan menarik bagi target audiens.Mengoptimalkan konten untuk platform digital yang berbeda, seperti situs web, media sosial, dan iklan online, memastikan pengalaman pengguna yang lancar dan menarik secara visual.Berkolaborasi dengan tim Pemasaran dan tim lainnya untuk memahami tujuan bisnis dan mengembangkan solusi pemasaran digital yang inovatif dan efektif.Mengelola beberapa proyek secara bersamaan dalam lingkungan yang bergerak cepat, sambil memastikan kualitas dan ketepatan waktu.Terus memantau tren industri dan teknologi terbaru, serta mengadopsi alat dan teknik baru untuk meningkatkan efektivitas pemasaran digital.Keterampilan & Pengalaman yang DibutuhkanGelar Sarjana dalam bidang Pemasaran, Komunikasi Visual, Desain Grafis, atau bidang terkait.Minimal 5 tahun pengalaman dalam peran pemasaran digital dan desain kreatif yang relevan.Keahlian yang terbukti dalam pengembangan konten digital yang menarik dan efektif untuk berbagai platform, termasuk situs web, media sosial, dan iklan online.Penguasaan alat desain digital standar industri, seperti Adobe Creative Suite (Photoshop, Illustrator, InDesign) dan Figma.Pemahaman yang kuat tentang tren dan praktik terbaru dalam pemasaran digital, termasuk SEO, PPC, dan pemasaran media sosial.Kemampuan untuk bekerja dengan baik dalam tim, beradaptasi dengan cepat, dan mengelola beberapa proyek secara bersamaan.ManfaatGaji kompetitif dan paket tunjangan yang menarikKesempatan untuk berkembang dalam karir di perusahaan yang terus bertumbuhLingkungan kerja yang dinamis dan kolaboratif, dengan fokus pada pengembangan profesionalFasilitas kantor yang nyaman dan dilengkapi dengan peralatan modernKebijakan kerja fleksibel yang mendukung keseimbangan kehidupan kerjaTentang PT Sistima Aliran Gas NusantaraPT Sistima Aliran Gas Nusantara adalah perusahaan penyedia solusi gas terkemuka di Indonesia. Kami berkomitmen untuk menyediakan layanan gas yang aman, andal, dan berkelanjutan bagi pelanggan kami di berbagai sektor industri. Dengan fokus pada inovasi dan kepuasan pelanggan, kami terus berkembang menjadi pemimpin pasar di industri ini. Bergabung dengan kami berarti Anda akan memiliki kesempatan untuk berkontribusi pada pertumbuhan perusahaan dan mengembangkan karir Anda di lingkungan yang dinamis dan mendukung.Jika Anda tertarik dan memenuhi persyaratan di atas, silakan lamar posisi ini sekarang."
Sales Executive Material Bangunan,PT SABE Indonesia,Surabaya,Not specified,Full time,13 hari yang lalu,https://id.jobstreet.com/id/job/84406462?type=standard&ref=search-standalone,Logo not available,"Gambaran Umum PekerjaanKami membutuhkan seorang Sales Executive Material Bangunan yang berpengalaman dan termotivasi untuk bergabung dengan tim penjualan kami yang dinamis di PT SABE Indonesia. Dalam peran ini, Anda akan menjadi bagian integral dari upaya kami untuk memperluas jangkauan produk material bangunan kami di wilayah Surabaya, Jawa Timur. Dengan fokus pada pengembangan hubungan pelanggan yang kuat dan strategi penjualan yang efektif, Anda akan memainkan peran penting dalam mencapai tujuan pertumbuhan perusahaan kami.Tanggung Jawab UtamaMembangun dan memelihara hubungan dengan pelanggan baru dan yang sudah ada, memahami kebutuhan mereka, dan menyediakan solusi yang sesuai.Mengembangkan dan mengimplementasikan strategi penjualan yang efektif untuk meningkatkan pangsa pasar dan volume penjualan.Mempresentasikan produk dan layanan kami secara efektif kepada pelanggan potensial, menegosiasikan syarat dan ketentuan, serta menutup kesepakatan penjualan.Memantau dan menganalisis tren pasar, pesaing, dan peluang pertumbuhan baru untuk mengembangkan rencana penjualan yang strategis.Menghasilkan dan menyampaikan laporan kinerja dan analisis data penjualan secara teratur kepada manajemen.Mematuhi standar, kebijakan, dan prosedur perusahaan serta menjaga integritas merek.Keterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanMemiliki gelar diploma/sarjana di bidang Manajemen Bisnis, Pemasaran, atau disiplin terkait.Minimum 3 tahun pengalaman dalam peran penjualan di industri material bangunan atau konstruksi.Pemahaman yang mendalam tentang produk, tren, dan dinamika pasar material bangunan.Keterampilan presentasi dan negosiasi yang kuat serta kemampuan untuk membangun hubungan yang solid dengan pelanggan.Kemampuan analitis untuk memahami data penjualan dan membuat rekomendasi strategis.Orientasi pada pencapaian target dan bekerja dengan baik dalam tim maupun individu.Kemahiran dalam menggunakan alat penjualan dan teknologi digital.Manfaat Utama PerusahaanPaket kompensasi yang kompetitif, termasuk gaji dasar yang menarik dan insentif penjualan yang menguntungkan.Tunjangan kesehatan yang lengkap dan program kesejahteraan karyawan.Kesempatan untuk pengembangan karier dan pelatihan yang berkelanjutan.Lingkungan kerja yang kolaboratif dan mendukung, dengan budaya perusahaan yang menjunjung kerja sama tim.Lokasi kantor yang strategis dan mudah diakses di pusat Surabaya.Tentang PT SABE IndonesiaPT SABE Indonesia adalah perusahaan material bangunan terkemuka yang berfokus pada penyediaan solusi inovatif untuk proyek-proyek konstruksi di Indonesia. Didirikan pada tahun 1990, kami telah membangun reputasi sebagai mitra terpercaya bagi klien kami di sektor konstruksi, infrastruktur, dan real estat. Dengan jaringan distribusi yang luas dan tim penjualan yang berdedikasi, kami berkomitmen untuk menyediakan produk berkualitas tinggi dan layanan pelanggan yang unggul. Bergabunglah dengan kami dan menjadi bagian dari perjalanan pertumbuhan kami.Lamar posisi ini sekarang dan jadilah bagian dari tim penjualan yang dinamis kami di PT SABE Indonesia!"
Sales Executive (Depok),PT. Majoo Teknologi Indonesia,Depok,Not specified,Kontrak/Temporer,28 hari yang lalu,https://id.jobstreet.com/id/job/84067895?type=standard&ref=search-standalone,Logo not available,"Tentang Perusahaanmajoo Indonesia adalah perusahaan startup SaaS dan software manajemen bisnis yang komprehensif, dirancang khusus untuk menyederhanakan operasional, dan mendorong pertumbuhan bisnis.Didirikan pada tahun 2019, majoo berkantor pusat di Jakarta, dengan kantor pengembangan produk dan teknologi di Malang. Dengan dukungan tim teknis dan sales representatif di lebih dari 100 kota di seluruh Indonesia, majoo Indonesia telah mengakuisisi lebih dari 45.000 UMKM di berbagai industri sepertiF&B,laundry, salon kecantikan, dan toko retail. majoo Indonesia telah mencapai pertumbuhan sebesar 800% dan telah memproses lebih dari 2 miliar transaksi.Pertumbuhan majoo Indonesia bertumpu pada inovasi berkelanjutan untuk memberdayakan jutaan UMKM Indonesia, memungkinkan para pengusaha untuk memajukan  bisnis, dan mempercepat pertumbuhan ekonomi digital Indonesia. Nilai-nilai inti majoo adalahDisruptive Innovation,Faster Better,danSocial Impactyang mendukung pemberdayaan masyarakat yang lebih baik.KualifikasiBerpengalaman di bidang Direct Sales / Sales Canvasser / Merchat Acquisiton / Business Development di sektor B2B selama 1 sampai 3 Tahun sebagai kontributor.Memahami Alur kerja sales, mulai dari membentuk data potensial sampai dengan akuisisi segmentasi pelanggan yang ditentukan.Menguasai atau setidaknya memahami target pasar segmentasi pelanggan yang ditentukan pada area penempatan kerja.Mampu memahami cara menggunakan alat kerja berbasis teknologi (email, google doc, sheet, e-calendar, CRM, dsb).MemahamiBusiness Processcalon pelanggan.Memiliki kendaraan pribadi serta SIM aktif.Memiliki Pengalaman sales di bidang POS/SaaS (aplikasi) menjadi point plus.Berdomisili atau Bersedia untuk area penempatan di Depok.Tanggung JawabMelakukanend-to-end Processpenjualan produk Majoo, mulai dari mengumpulkan potential leads (canvassing) hingga mengakuisisi customer baru dan mempertahankan customer lama.Melakukan aktivitas sesuai prosedur (Way of Work) yang sudah ditetapkan dan melaporkan aktivitas harian melalui CRM dan media lain yang sudah disediakan.Bekerja sama dengan tim baik dalam divisi yang sama ataupun berbeda untuk mengembangkan dan menerapkan strategi penjualan."
staff accounting,Pengiklan Anonim,Jakarta Utara,Not specified,Full time,21 hari yang lalu,https://id.jobstreet.com/id/job/84217072?type=standard&ref=search-standalone,Logo not available,"Gambaran Umum PekerjaanKami dari Mitra Raya Indonesia sedang mencari Staf Akuntansi yang berpengalaman untuk bergabung dengan tim kami di Jakarta Utara. Dalam peran ini, Anda akan memegang tanggung jawab penting dalam mendukung proses akuntansi dan pelaporan keuangan perusahaan, serta berkontribusi pada keberhasilan tim dan pencapaian tujuan bisnis secara keseluruhan.Tanggung Jawab UtamaMencatat, mengklasifikasi, dan memposting transaksi keuangan secara akurat dan tepat waktuMenyiapkan laporan keuangan periodik, termasuk laporan laba rugi, neraca, dan arus kasMelakukan rekonsiliasi akun bank dan buku besar secara teraturMembantu dalam proses audit internal dan eksternalMemberikan dukungan akuntansi untuk proyek-proyek khusus sesuai kebutuhanMemastikan kepatuhan terhadap kebijakan dan prosedur akuntansi perusahaanKeterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanGelar Sarjana dalam Akuntansi atau bidang terkaitMinimal 1 tahun pengalaman kerja di bidang akuntansi atau keuanganKemampuan yang baik dalam mengoperasikan perangkat lunak akuntansi dan spreadsheetPemahaman yang kuat tentang prinsip-prinsip akuntansi, standar pelaporan keuangan, dan peraturan perpajakan yang berlakuTeliti, berkomitmen, dan berorientasi pada detailKemampuan komunikasi yang baik, baik lisan maupun tertulisKemampuan bekerja dalam tim dan beradaptasi dengan cepat dalam lingkungan yang dinamisManfaat Utama PerusahaanGaji kompetitifLingkungan kerja yang positif, kolaboratif, dan mendukungAsuransi kesehatan komprehensifFasilitas kantor yang nyaman dan dilengkapi dengan teknologi modernTertarik untuk bergabung dengan tim kami? Lamar sekarang!"
Design Grafis cum IT Support,PT SKBio Nusa Medica,Jakarta Selatan,Rp 5.000.000 – Rp 7.000.000 per month,Full time,27 hari yang lalu,https://id.jobstreet.com/id/job/84093722?type=standard&ref=search-standalone,Logo not available,"KualifikasiUsia Maksimal 35 TahunKandidat harus memiliki setidaknya Diploma, Gelar Sarjana di Teknik (Komputer/Telekomunikasi), Ilmu Komputer/Teknologi Informasi, Seni/Desain/Multimedia Kreatif atau setara.Memiliki kemampuan Bahasa English yang baikMemiliki pengalaman sebagai Design Grafis dan IT Support minimal 1 tahunLebih disukai pernah mengoperasikan Software Talenta by Mekari, ERP dan CRMLebih disukai Pegawai (non-manajemen & non-supervisor) khusus dalam Seni/Kreatif/Desain Grafis atau setara.Mahir dan menguasai Adobe Illustrator, Adobe Photoshop, Corel Draw, Software Komputer, Aplikasi dll.Lebih diutamakan berdomisili di daerah Jakarta Selatan dan sekitarnyaJob DeskripsiMembuat design sesuai dengan keperluan perusahaan (Profil perusahaan, Kalender, Banner, Kop surat, Katalog dan lainnya)Menginstal, mengonfigurasi dan memelihara perangkat keras, perangkat lunak, jaringan dan sistem IT lainnyaMenyampaikan ide-ide kreatif dalam suatu produk kedalam design yang menarik dan informatifBerkoordinasi dengan team sales, marketing dan pihak yang terkaitpastikan submit link portofolio saat submit via jobstreet."
SPG/B SELFIETIME RITA SUPERMALL TEGAL,PT INTI NYA TEKNOLOGI,Tegal,Not specified,Full time,11 hari yang lalu,https://id.jobstreet.com/id/job/84455323?type=standard&ref=search-standalone,Logo not available,- Mencari dan melayani customer- Menawarkan produk kepada customer- Membersikan produk di display dan toko - Penempatan Tegal - Pria/Wanita- Berpengalaman- SMA/SMK- 18 - 25 Tahun- Kandidat wajib upload foto- Kota sesuai penempatan kerja (Kota Tegal)
SPG/B SELFIETIME MANADO TOWN SQUARE,PT INTI NYA TEKNOLOGI,Manado,Not specified,Full time,11 hari yang lalu,https://id.jobstreet.com/id/job/84455284?type=standard&ref=search-standalone,Logo not available,"- Mencari dan melayani customer- Menawarkan produk kepada customer- Membersihkan produk di display dan toko
- Pria/Wanita- Berpengalaman- SMA/SMK- 18 - 25 Tahun- Kandidat wajib upload foto- Kota sesuai penempatan kerja (Kota Manado)"
Sales administration,Wan's Biscuit Factory,Bandung,Not specified,Full time,12 hari yang lalu,https://id.jobstreet.com/id/job/84438944?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab :* Membuat Surat Jalan, Faktur Penjualan, Kwitansi dan Kontrabon* Menerima Pesanan via telepon dan WhatsApp* Rekap hasil produksi harian dan dokumen telusur dari Koord. Gudang* Membuat Laporan Stock Barang Harian, Mingguan, Bulanan* Membuat Laporan EkspedisiKualifikasi :* Mampu menggunakan perangkat lunak perkantoran seperti Microsoft Excel dan Word.* Mampu berkomunikasi dengan baik secara lisan dan tulisan.* Teliti, terbiasa dengan teknologi.* Memiliki kemampuan organisasi yang baik dan sikap problem-solver.* Memiliki semangat pelayanan dan kepedulian tinggi terhadap pelanggan.Batas akhir lamaran diterima Jumat, 30 Mei 2025."
Telesales Associate,ONIK Solution,Jakarta Raya,Not specified,Full time,27 hari yang lalu,https://id.jobstreet.com/id/job/84111995?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab:Melakukan panggilan keluar (outbound) ke calon klien (restoran, toko retail, dll.)Memahami kebutuhan pelanggan dan menawarkan solusi POS yang sesuaiMenangani penolakan secara profesional dan menutup penjualan melalui teleponMenindaklanjuti prospek dan menjaga catatan secara detail dalam sistem CRMMencapai atau melampaui target penjualan bulananMemberikan masukan terkait kebutuhan pelanggan dan tren pasarKualifikasi:Memiliki pengalaman dalam telesales, call center, atau penjualan teknologi minimal 1 tahun (pengalaman POS adalah nilai tambah)Kemampuan komunikasi dan interpersonal yang sangat baikTermotivasi secara mandiri dan berorientasi pada targetMemiliki pemahaman dasar tentang sistem POS atau bersedia belajar dengan cepatTerampil menggunakan perangkat lunak CRM dan Microsoft Office/Google WorkspaceYang Kami Tawarkan:Komisi tanpa batasPelatihan lengkap mengenai produk POS kamiPeluang pengembangan karier dalam perusahaanLingkungan tim yang suportif dan penuh semangat"
Scanner Staff (Penempatan Pekanbaru),Pengiklan Anonim,Pekanbaru,Not specified,Full time,23 hari yang lalu,https://id.jobstreet.com/id/job/84171942?type=standard&ref=search-standalone,Logo not available,"Job Description:Pernah dan mampu mengoperasikan Alat ScannerDapat mengopersikan Komputer / Laptop dengan terknologi terupdateScan dokumen dengan alur sesuai jobdescDapat membuat Report Harian, Bulanan, TahunanMemastikan semua dokumen yang discan di upload dalam sistem telah lengkap dan sesuaiPacking dan merekap hardcopy sesuai dengan list provider atau klienRequirements:1. Educational Background Minimal pendidikan D3 – S1 Semua Jurusan2. Work Experiencea) Pengalaman kerja di bidang administrasib) Terbiasa bekerja dengan sistem berbasis teknologi terkini.3. Mandatory Skills & Knowledgea) Dapat membuat Report Harian, Bulanan, Tahunanb) Kemampuan komunikasi dan berkoordinasi dengan tim.c) Keterampilan manajemen waktu yang baikd) Detail dan teliti dalam memeriksa dan mencocokkan data klaim yang di uploade) Kemampuan bekerja dalam tim dan berkolaborasi dengan divisi lain.f) Kedisiplinan dan integritas dalam menjalankan proses keuangan sesuai dengan prosedur perusahaan."
